source,target
auliafauziyah20,aniesbaswedan aniesbaswedan
Vicky_erFu,JSuryoP1
AgusmanTrotoar,jokowi PRDIndonesia
flixsander_033,Dennysiregar7 aniesbaswedan
akunugraha17,adityadwip kompascom
dwikyardiansyxx,anggialrhm aMrazing
geniusdexter,suramuram
Setialesmana,FaisalBasri
erafoxna,Alexand39312118 geloraco
ewinyarto,RestyLeseh
Bagasdiii,tempodotco
Bagasdiii,mahadewa1986 NijarDoni msaid_didu aniesbaswedan
Bagasdiii,yunartowijaya
fachrihs,CNNIndonesia
supiandialways,Stevaniehuangg aniesbaswedan
yonatan_hendra,subtanyarl
dodychandrap,malvinyoga
Annemar28373413,mastotoping Dennysiregar7
osymelati1,jokowi CNNIndonesia PartaiPDIP
Nawanaian,GiveawayWoy
Sesmawati,Dennysiregar7 aniesbaswedan
pamungkas82,U_y_o_k ruhutsitompul
wak_iyoung,Namaku_Mei
thmskr_,aniesbaswedan
Jonatan_Agt,suckurwords
Syamsul89498597,bangZhack68
hepipurwana,aniesbaswedan ridwankamil
tawakkaI,citotm
tawakkaI,DeFebri12 hrdbacot
tawakkaI,bdngfess
mickeynasution,eko2471
dsyshmrz,fzhrahmii
Dominic92569613,KompasTV
gudmoaning,rlthingy
AntiSerdadu,Pencerah__
avawibu,kumparan
RaihanMkk,riki_dharma1
haikalbenz,CNNIndonesia
kuburanburhan,munfess
ibarthim,jek___
holysinnerss,Christian_roy21
bingarwijayanto,geloraco
CSantoso23,wahyu_aji_ BintangNusa ramaluber
Skuyliv04018115,Blowfis01942063 iqbalprdn july3787 KelinciPaskah TirtoID
ms_kumkum_Ie,Pencerah__ KPK_RI
rsdnetid,ChusnulSyantik
EAJxME,MIYAWAKIxME
BadgirlRealbad,ChusnulSyantik
noviyandi_andi,republikaonline
harya_bima,Rizmaya__
harya_bima,Dennysiregar7 aniesbaswedan
harya_bima,FerdinandHaean3
enamsalavan,angkvgadang
bertukarwawasan,jokowi
fudge_ri,ehhbangbis_
UnitedT78926272,kumparan
Ronibule2,Winardhi__ NinjaCir3ng
Hai_Krisna,cxtiepaww
PresidenSIAL_RI,NcuhiRiwo
keariefan_lokal,tempodotco
ezasyabani,TirtoID
tersantuy07,AnakKolong_ DKIJakarta
KeraSakti__,Pumkindblues SiahaanRotua1
KeraSakti__,ApriliaLin __GoldenAngel_
KeraSakti__,FirzaHusain
KeraSakti__,ana_hutagalung __GoldenAngel_
KeraSakti__,Blacckspiderrr __GoldenAngel_ MaspiyuO
mastori,pantone334c Guwonrizki kang_batag0r
albe47207870,WibiantoAndreas WagimanDeep212
azharudin_z,kumparan
Anggoro_Irvan_S,DiniHrdianti
dignity27,eko_kuntadhi
kopisusuaren,meinebunny
NEY_4PU3,Cuklam1
ianzsoefyan,FatahingNgabdi
asepapit,Rizmaya__
IqballMF,deni_wintaka
AmithA_HirscH,detikcom detikfinance
anti_kadall,dedenlazuardi msaid_didu aniesbaswedan
Anizar28818848,Dodik85972254 bosedii3 Alfamaulana01 kumparan aniesbaswedan
irwanto_4li,aniesbaswedan
Wahyudi47603053,reformasimental KuncoroJati1234
guidedbyguff,TirtoID
guidedbyguff,rahung
crowdkilla,mediocrickey
MiliUrip,gojekindonesia
jerin_68,__GoldenAngel_
musashi_masabi,jokowi aniesbaswedan mohmahfudmd KemenkeuRI
musashi_masabi,jokowi
mrzach28,CNNIndonesia EmangUdahSakit ririhadidd
mrzach28,EmangUdahSakit Dodik85972254 CNNIndonesia ririhadidd
s_maretha,harwinDSP BellaLButar2
gloriamadona,Adiyankkk
pramtata1,MaspiyuO mprgoid DPR_RI jokowi
padang_london,ChusnulSyantik
agungpsambodo,geloraco
agamaprilo_18,Divvvooo
samc17895,geloraco
jodiker,sbyfess
NewsmakerMedcom,medcom_id
KahlilGibran8,Dennysiregar7 airlangga_hrt DKIJakarta
ophunkdoank,ChusnulSyantik jokowi
MIYAWAKIxME,EAJxME
nusantara_kita1,LiongkyTan no1priority1
SilaenF,NKRI_Heaven eko_kuntadhi
giigiipp,ntsana_
harukilubis,watashiwaget
fg_ing,chitattooes
KhambaliAchmad,tempodotco
ArieAble,Dennysiregar7
nvrnd_,fmdel
ThugTao,iscreambubblet
tonobuwono,gadisresidu_b3
tonobuwono,TirtoID
hers_coffee,kawananraja __MV_llestari__ LuqmanBeeNKRI
damnship,Dennysiregar7 aniesbaswedan
pfhusna,AchmadKhanif6 CNNIndonesia
nabila_azk,maylanitra
_tukangkopi,ChusnulSyantik
_tukangkopi,Rizmaya__
tasyaatmadinata,finiartiara
KuncoroLinus,RadioElshinta
fikaosman,erge17
Fos1M,liputan6dotcom
ewich2001,yunartowijaya aniesbaswedan
ewich2001,ainunnajib aniesbaswedan
KucingNanase,rumput_bodoh
rumput_bodoh,KucingNanase
fadlulrahman,republikaonline
GreatAzula,nathanaja7 cnbcindonesia
Bil_lubis,jokowi
nathanaja7,nakaluarbiasa yunartowijaya
nathanaja7,nakaluarbiasa yunartowijaya
nathanaja7,detikcom detikfinance
nathanaja7,ManusiaMerdek19 nakaluarbiasa yunartowijaya
nathanaja7,GreatAzula cnbcindonesia
ZoelFawzie,jokowi
suluhrifai,aniesbaswedan jokowi
Aji_st_,aandyeka_
romin0306,Dennysiregar7
arnold5508,jakpost
nasirm64_,syhlnrsnt Mtaufanr alfirizka justyenquy atpridwan anisptdr rsdarr_ lafishhhh Karepent longlivesprl fuyunghayy Faisalkan01 jek___
brohim_,kulalaaaaa
8ab2cad1a73d4fe,Fahrihamzah fadlizon
jejhee,_doraredre
krisna_dv,selfalienate
yudi_bongaz88,Dennysiregar7
rhesya_s25,CNNIndonesia
arie_efrayim25,Faisalkan01 jek___
AriefGka,YasriYurdi prastow aniesbaswedan
SyamSein,diantaratitik woykal TirtoID DKIJakarta
SyamSein,RadioElshinta aniesbaswedan DKIJakarta
SyamSein,detikcom detikinet
paman_to,CNNIndonesia
simpatisanPKS,CNNIndonesia
bkuntjoro,aniesbaswedan
Mamanbotok2,sherpa701
Ferlian_98,Dennysiregar7 airlangga_hrt DKIJakarta
FreedomforBebas,Dennysiregar7
mmarleyt,4Y4NKZ
mmarleyt,jokowi
asdindi,PartaiSocmed jokowi
fadieldito,diijeeh
susahhsenyumm,Dennysiregar7
DBrawzl,Dennysiregar7
atika_helmiati,jek___
PriaPriangaan,TirtoID
Yudha60945966,MrsRachelIn Dennysiregar7 DivHumas_Polri
IkhwanGo19,otw_crazy_rich ajjii10 NikitaMirzani
HarlemSulung,GuardianNKRI Dennysiregar7
pansospancake,Mirongtea
hasanulrizqa,TirtoID
Sonny98940058,Dennysiregar7
dokyong_,WisnuRamadi
dokyong_,Quvvatt
rtzfanboyhere,SyahSyahuka
fariisss__,HeriAfandiHara1 Dennysiregar7
axminvl,libursdtk
alxrpatrick,samuelmarcell_
RizqMuhammad3,hanux_ asumsico
udoydina,hnurwahid
stevenjhsiahaan,Dennysiregar7
Maaaass___,subtanyarl
muhiqbalr,TanahTanaman TradingDiary2 kaintaplak rgoestama
andriasbayoe,afifahafra79
gerbycptprdn,bagasyusuf CNNIndonesia alangooners
eggggsie,vegibanhmi
nuurizza,hostingcounter BigAlphaID
nuurizza,CNNIndonesia
Ayu_Irma,antania_p detikcom
jakapujakesuma1,mkusumawijaya
Tri_Ferdy,teguhpur DKIJakarta
Deeeeeny_,Ahoouy
UllyTanata,qronoz
titorunin,tashaaul fordempati
saungmirza,soc_politica RamliRizal
umatsabtuminggu,Dedyugel henrysubiakto
umatsabtuminggu,Dedyugel henrysubiakto
umatsabtuminggu,sevenismylucky CNNIndonesia
btharilianti,sementaraajah SandjojoS detikcom aniesbaswedan
kezzsuls,Tokocrypto ProjectSerum bitterchandys AmeyNy MacguyverTech01
Anjaswisesa_K,mediocrickey
indonfederalism,habangbangsel FerdinandHaean3
mrsabe_,elyadaa
SipangkarKevin,BigAlphaID
SipangkarKevin,junitacharolina
SipangkarKevin,junitacharolina
Badala48661037,kumparan
Rangga_Wijaya89,detikcom detikHealth
Rangga_Wijaya89,cnbcindonesia makLambeTurah
Nissakti,jokowi
_banzzz,yogachanpikachu
alief_an,efkape_
arunajr_,shifairs biduanmetal
Xtors1611,yunartowijaya
RepKertanegara,cnbcindonesia jokowi KemenkeuRI bank_indonesia
WaySep_,azis_ap0
wajic_,DevicPratama
Ditaaaaaaaaak,riz_kym SafirSenduk
ragaaga,afiqkur
riz_kym,Ditaaaaaaaaak SafirSenduk
dliwelah,elzasalsabila2
phlegmaticstone,callmeberber
YrFvrtGuy,callmeberber
idilhaq,MonsterNessya
prasnurdin,brdpk
teguhpur,Tri_Ferdy DKIJakarta
syipeeeee,Mtaufanr alfirizka justyenquy atpridwan anisptdr lafishhhh Karepent longlivesprl fuyunghayy Faisalkan01 jek___
FachriArdii,forrmey
pabloescorona,kiyongieee
lovelibra90,mbah_mijan
lovelibra90,hamb4matiran_9 Mohamma59601653
SempakBolon9,buatyanglain
giovanni_hizkia,bayuaji10
giovanni_hizkia,mreynaldigp bayuaji10
armandanimita,ellyaqul
kiyongieee,pabloescorona
darkcloud8090,trestristee
Ganzo367,Wotanet
frunsx,thelunararchery
laparr247,PejoeangRI netyenin LubisRizal bulbasauu CNNIndonesia
laparr247,PejoeangRI LubisRizal bulbasauu CNNIndonesia
Hasan09072,geloraco
ILPrincipeInter,ulil jokowi
my_myayam,Linggapratama22 kapastaa ajjii10
customkarawang,Dennysiregar7 aniesbaswedan
mara_hendra,KatolikG
ekaprasojo_,Dyanatalia
dandangtea,rlthingy
dandangtea,rlthingy
tempatngeluhhhh,jek___
teguhs1hukum,ivn_bin kopiganja ainunnajib aniesbaswedan
teguhs1hukum,ivn_bin adindasoraya10
teguhs1hukum,ivn_bin kopiganja ainunnajib aniesbaswedan
Kajhol3,FikriSadathAr Mrftsdh ceweEgoiss bananaoatmeal_ sidikz_ longlivesprl fuyunghayy Faisalkan01 jek___
reyneriqbal,mutiarahap
mtaufanr,alfirizka justyenquy atpridwan anisptdr lafishhhh Karepent longlivesprl fuyunghayy Faisalkan01 jek___
Hendrockers,eko_kuntadhi
Arfannn1,fachryB Kasayanto_ datuakrajoangek
RafiAkb19920720,salahudinalayyu Mahardhika_Yasa fadlizon
raynuriyanto,RickyKardjono
alfirizka,justyenquy atpridwan anisptdr lafishhhh Karepent longlivesprl fuyunghayy Faisalkan01 jek___
akhmad_dady19,jek___
FikriSadathAr,Mrftsdh ceweEgoiss bananaoatmeal_ sidikz_ longlivesprl fuyunghayy Faisalkan01 jek___
justyenquy,atpridwan anisptdr lafishhhh Karepent longlivesprl fuyunghayy Faisalkan01 jek___
Mrftsdh,ceweEgoiss bananaoatmeal_ sidikz_ longlivesprl fuyunghayy Faisalkan01 jek___
aradhiasc,ledeirfs
notaniceboy,sannila2 jek___
slegeannnn,BanyuSadewa
ceweEgoiss,bananaoatmeal_ sidikz_ longlivesprl fuyunghayy Faisalkan01 jek___
atpridwan,anisptdr rsdarr_ lafishhhh Karepent longlivesprl fuyunghayy Faisalkan01 jek___
e_kakang,jek___
kokikukis_,jek___
shof________,jek___
aang_anggayasti,jek___
dhiyarxzs,jek___
anisptdr,rsdarr_ lafishhhh Karepent longlivesprl fuyunghayy Faisalkan01 jek___
upssbagidua,lafishhhh Karepent longlivesprl fuyunghayy Faisalkan01 jek___
udahgededong,Karmilaa_td fuyunghayy Faisalkan01 jek___
lafishhhh,Karepent longlivesprl fuyunghayy Faisalkan01 jek___
danangset7,jek___
sidikz_,longlivesprl fuyunghayy Faisalkan01 jek___
Karepent,longlivesprl fuyunghayy Faisalkan01 jek___
Karmilaa_td,fuyunghayy Faisalkan01 jek___
Miftahazam27,jek___
longlivesprl,fuyunghayy Faisalkan01 jek___
fuyunghayy,Faisalkan01 jek___
sahidnegara90,jek___
widisetya_,Faisalkan01 jek___
ythLeaf,jek___
_rasinta,jek___
prkdlx,jek___
sannila2,jek___
Faisalkan01,jek___
hipohan,SBYudhoyono
Peih17,elghafiky
hastosiswanto,ellyaqul
Dedyugel,umatsabtuminggu henrysubiakto
Dedyugel,umatsabtuminggu henrysubiakto
YulinaAchrini,Indones85270863 RickyKardjono
D3ffiM45rizal,BangJovi9
Muhammadasrul91,jokowi
Juni283,wicaksena AchsanulQosasi alvinlie21
srisugii,SyamSein RadioElshinta aniesbaswedan DKIJakarta
JaeLankung,DonD3Leonardo
Mustar_98,jokowi
ArWisanggeni99,mbah_mijan
jogipunya,veronicapaskah
ferlitiani,CNNIndonesia jokowi
ferlitiani,CNNIndonesia
dwirend,aisyahnr amandamaliaa
romeophile7,hrdbacot
geekkboyy,isauisauati si_cuplisss andihiyat
Braman_Kotzen,zidanpraset NikitaMirzani
yurikomaulana1,investorreceh
yurikomaulana1,investorreceh BigAlphaID
yurikomaulana1,investorreceh
Hi_Robby_,kumparan
KFans97,danumaulanaP detikcom
ExHardian,mbah_mijan
abraham150395,Ghea_Jhana_Lee msaid_didu
sleepy_eeyoree,netflix disneyplus
agent_2028,Dennysiregar7 DKIJakarta aniesbaswedan
kuysinema,andriewiwi ezash aniesbaswedan
TrahMunir,kantayu
wicaksena,AchsanulQosasi alvinlie21
radeniqballl,Faldylouis_
reetjeh,Alterthingy_
reetjeh,fanamerahzembud
bagasyusuf,CNNIndonesia alangooners gerbycptprdn
AJhunaidhy,Penyuka_ombak
michellethe22,umayshhhhb
MuhSujarw4,AnakLolina2 Mawar_Hitam09
kenaldikau,xandervonlotus_
danumaulanaP,detikcom
jessicaputri,imanuelfrederic
keeptheruleson,tempodotco
fauzyhusnim,Prawala_AW
CallMeTumson,A_Nasution81
jalorestio,andyydepp CNNIndonesia
aditia_sf,aniesbaswedan jokowi
omhget,ailofu
GamadanSangga,anapaulki TitusYory BigAlphaID
wasbuh,Bilalimam_
OhTersesat,tubirfess
Indones85270863,RickyKardjono
pitrosid1,RajaDau74093182 cyber_entrance tifsembiring
seahorsevoice,bribribribriK
Bimatrt,PBogang rarakabasli DKIJakarta
wearefallasleep,umayshhhhb
Gilbras1,belatuuung D05723084 SandjojoS detikcom aniesbaswedan
Gilbras1,belatuuung ocee_me08 D05723084 SandjojoS detikcom aniesbaswedan
JustErick,hrdbacot
adilrefo,flechezizou
andriewiwi,ezash aniesbaswedan
kevchriswang,dandrel XpresiBCA
sukamabu,ailtjexx XpresiBCA
Mas2Reborn,JOEDURBAN PambudiTri datuakrajoangek
cahklaten78,JudeWikrama
swoyeonn,cuddlsy
iniardhike,shbrnk
Vtrjcb,AmmarGill
argafakihrmdn,alifaaru
gitamusic07,meishanh_
dediroman_syah,punyaadhii
bdleonanda,CNNIndonesia
Mr_bob1916,inteldunia
ajeng_cute16,CNNIndonesia
Bintarobart,salahsambungya
belatuuung,ocee_me08 Gilbras1 D05723084 SandjojoS detikcom aniesbaswedan
ocee_me08,belatuuung Gilbras1 D05723084 SandjojoS detikcom aniesbaswedan
asha64889696,CNNIndonesia
willythepoooh,sabdasaya
juvitanovita,detikcom
multrianto,narkosun
harygelaktawa,dietadit
warsid22,YouTube
nunutulamaNU,barmi_mirza Zie83132906 fadlizon
barmi_mirza,nunutulamaNU Zie83132906 fadlizon
screwyoumorons,ZsazsaSaskia detikcom
JHannif,ismailnrtmm
mauludirfd15,ThisIsLons
iamsadboiiii,hrdbacot
SayaDajjaI,nuicemedia
yuniwardhana,detikcom
Mayanureliza,jokowi
Rudycraft666,M_Asmara1701
Moiqbal_,kumparan
DeFebri12,tawakkaI hrdbacot
iyamas_,ParallaxNal trinakaseh besokaaja hrdbacot
EdhyWidodo,detikcom
itsbabyjoo,dellaprtw
hanifyusronii,alfonso_evan
gembulsekalii,Shintaps09
alfonso_evan,hanifyusronii
akunsudi,gHormatKulas binbin_ft willy_soeharly PRDIndonesia AlifKamal__ PenistaOligarki Coffee4Souls
William_Tan_new,RamaAbd
DjAnnadwy,jokowi
trinakaseh,hrdbacot
auliioooo,myr________
srianazis,YouTube
srianazis,YouTube
skjrizky,Dejavuu33
skjrizky,Dejavuu33
andrinitasya,IwanBotak19
koalachills,ramengrul
Dejavuu33,skjrizky
IlmiawanLepas,jokowi
tangguhgilang,Pandjaay
amaliajenggg,tasyaFP
AnggaGP,subtanyarl
lavieentae_,silkycacty
silkycacty,lavieentae_
arashigandarum,kindofbananas
arashigandarum,kindofbananas
haysnaidd,archiekinst
ahmzaky2202,nunutulamaNU Zie83132906 fadlizon
kindofbananas,arashigandarum
toposekali,nunutulamaNU fadlizon
isaljpr,efenerr
cuitangita,bimaalfaroby
investorreceh,yurikomaulana1
GunGunG49169853,JustKaka04 sahid_damai henrysubiakto
wibowochoir17,aulhdy ntsana_ bintangemon
gandhiansyari,efenerr
frozzmalik,onedfess
RezaMargana,nagotejena
gtamaa_,cordatandineae
SchretcUki,CNNIndonesia
YogaRiandana,torengtoreeng mrshananto jokowi
saturrrnusss,mhafizh_
saturrrnusss,mhafizh_
pminveget,hendri_hsy icaniksan samarindasiaga
babegalak1,NotesofMila
ilhaammaulaana,itnanruoel
nonameyeppeo,ddsdwrptr
putraa_gaming,fadlizon pln_123
harianbatampos,BatamPos
ethan_hunt81,Putrasongotzz KemnakerRI idafauziyah anwsanusi KPK_RI HaloBCA BPJSTKinfo
AryaZulvikar,ustadtengkuzul
psukmah_,jokowi
CNNIDdaily,TransvisionID
AjengRisanda,Trihasto_bowo
radenandrianto,raflychalil
rosseynaza,tastemadeid
RadioSmartFM,kompascom
dwkmg,Ifauziana_Putri Feebriansyahh
dwkmg,Ifauziana_Putri
Dirgantara003,NayDonuts
azizah_bn,fadlizon pln_123 esbilgictr
malhamahkubro,republikaonline
fadlizon,pln_123
dfhidayat5,revars wicakosss
AudiCaesar,M_Asmara1701
favophs,Setiawanensis mcflurryenak
love_PANCASILA,CNNIndonesia aniesbaswedan aniesbaswedan
BocahPolitik,M_Asmara1701
rizqyveb,ferhak_
kang_jhun,Kemenag_RI
WoobieKTada,detikcom
panjidanumaya,ridwanhr
AhmadN450r1,CNNIndonesia
hollasdw,alifiuz
Gwaluh,kakhoirul48 Strategi_Bisnis
Biyanwi,DennyAbdillah
aria1711,ZenChanNosuke
andinoorwahidin,CNNIndonesia
BukanPegawaiJP,BigAlphaID
indrayanaach,AREAJULID
smartfmjogja,DonnaSummerBway
heygiee_,Roedhie Hudzaifah_UJE saturnproblems beautyshitpost
HeykalNadhir,cnbcindonesia
officialDPPPPP,KemenkeuRI HM_AmirUskara
zizydmk,pushandaka
Ah_yank21,Alvonzoisdeath MasAnugerah88
alifiuz,hollasdw
Dwiciptasaja,AdiyatJatiW
Waranda_Jr,Behrouz45
radengiita,istiqsr
KacangTopless,DarmadiAktivis B4DEUR KangIbnu15
untorowidagdo,Strategi_Bisnis
DimmasPutra,prayogilr
Hery091068,kurawa
bung_piere,PRFMnews
faried_ade,hincapandjaitan
polusiotakchill,santo5o geloraco
IvanSjoha,asboediono_id VIVAcoid
Nur_Ali7,asboediono_id asboedionoid
arumyunia,nursalehah
ikopangestii,KompasTV
kasehsaulmouk,Qirani4yara
kasehsaulmouk,geloraco
NuKultural,berlianidris RadioElshinta
Paul53204965,OposisiCerdas
riyawati10,VIVAcoid
bagasdeha,zarazettirazr
asboediono_id,VIVAcoid
iMasjidPonorogo,YouTube
TFakta2,VIVAcoid
eleven_light,jokowi
Fitriee69,YEngran RamliRizal
jackwebsmith,zarazettirazr msaid_didu
daecthwita,Dintha_thu
daecthwita,Dintha_thu
ajinhaha,indiraapn
KontanTV,YouTube
KontanTV,YouTube
axyleeenn,subtanyarl
mohamadludfi2,hincapandjaitan
rsmnsptr_,AREAJULID
mrizkiaul,ikrihakiki
nahtanojnosnayr,stoicdude22
eriemrn,kompascom
Hyjell,Wahnggataudeh
fanamerahzembud,reetjeh
JOEDURBAN,PambudiTri datuakrajoangek
RagilKusuma89,ustadtengkuzul
kakhoirul48,Strategi_Bisnis
epiluckylaki,kopiganja
JokerLae,Adi_8002 ustadtengkuzul RamliRizal msaid_didu
jundirobani,Kanseulir mohmahfudmd
Prunamasari,Muntilander
satrianaga,mohmahfudmd
junifilms,skkrrtskrt
kylieen_,handokotjung
yangparings,simbayeochin
ivanalee70,teddy_risandi JhonTangsel
ivanalee70,Lintangxx98 JhonTangsel emilsalim2010